id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3686,Vita's Hideaway,4645,Vita,,Historic Anacostia,38.86339,-76.98889,Private room,55,2,75,2021-01-12,0.87,2,336
3943,Historic Rowhouse Near Monuments,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91195,-77.00456,Private room,70,2,429,2018-08-07,3.22,2,344
4529,Bertina's  House Part One,5803,Bertina'S House,,"Eastland Gardens, Kenilworth",38.90585,-76.94469,Private room,54,30,102,2019-07-05,1.23,1,179
4967,"DC, Near Metro",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.91217,-76.99249,Private room,99,2,31,2016-09-22,0.27,3,146
5589,Cozy apt in Adams Morgan,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91887,-77.04008,Entire home/apt,86,5,95,2020-03-05,0.71,2,121
7103,"Best of Washington - Great neighborhood, parking",17633,Charlotte,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91999,-77.09774,Entire home/apt,97,7,90,2021-06-25,1.41,43,140
9097,Adams Morgan Charm,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91966,-77.04306,Private room,47,2,112,2019-10-30,0.81,2,41
9641,Sophisticated Logan Circle Loft,32067,Melissa,,"Dupont Circle, Connecticut Avenue/K Street",38.90927,-77.03471,Entire home/apt,185,2,155,2021-06-22,2.09,2,76
11785,Sanctuary near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92622,-77.07591,Entire home/apt,125,1,400,2021-06-18,3.05,4,347
12442,Peaches & Cream near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92756,-77.07667,Private room,61,1,99,2021-06-13,1.40,4,354
13744,"Heart of the City -HalfBlock to METRO, Restaurants",53927,Victoria,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92836,-77.03136,Entire home/apt,125,4,27,2021-04-03,0.52,1,93
14218,Quiet Comfort near Nat'l Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92668,-77.07686,Private room,60,1,93,2021-04-18,1.24,4,349
14570,Downtown Spacious Bedroom & Private Bath,56646,Serge,,"Shaw, Logan Circle",38.90595,-77.02564,Private room,90,3,554,2019-07-29,4.05,1,39
16684,Capitol Hill Guest Suite,64814,Matt+Jean,,"Union Station, Stanton Park, Kingman Park",38.89868,-77.00227,Entire home/apt,95,12,174,2021-05-22,1.80,1,287
17131,The Loft near National Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92644,-77.07646,Private room,62,1,85,2021-06-20,1.05,4,353
20067,Embassy Row /Glover Park with Free Parking,75938,Marie,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92491,-77.06754,Private room,52,3,130,2021-06-20,2.51,1,6
22453,Elegant Logan Circle Loft Share,32067,Melissa,,"Dupont Circle, Connecticut Avenue/K Street",38.91086,-77.03476,Shared room,90,2,100,2021-05-30,1.34,2,84
25243,The Smithsonian Vacation House,104340,Wavely,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88107,-77.01891,Entire home/apt,379,1,26,2021-06-14,0.46,2,337
32087,American Guest House - Room 301,138459,Lucia,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91766,-77.04598,Private room,999,1,15,2020-03-04,0.18,12,0
52092,People's Place 2- Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.9077,-77.02431,Entire home/apt,50,5,185,2020-03-13,1.86,2,318
54112,"Luxury DC Apt. Downtown, Logan Circle, 14th Street",253258,Daryl,,"Dupont Circle, Connecticut Avenue/K Street",38.91234,-77.03482,Entire home/apt,195,3,156,2020-12-02,2.21,1,352
62122,"STUDIO SUITE IN THE TREE TOPS:ADAMS MORGAN,WOODLEY",301975,Sarah (And JT),,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92238,-77.04709,Private room,90,5,101,2019-06-26,1.29,1,216
65024,"Nice looking large room on Rhodeisland avenue, nw",315148,John,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91717,-77.0085,Private room,35,28,8,2020-06-30,0.43,32,253
67483,Charming B & B in Columbia Heights,332901,Chris And Shawanda,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.934628,-77.029839,Entire home/apt,99,30,156,2021-06-30,2.26,1,311
78264,Room for 2 with private bathroom,420345,Caterina & Francesco,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9148,-77.00931,Private room,66,1,35,2019-09-14,0.38,1,282
79866,"DC, Near Metro III",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90493,-76.98643,Private room,99,2,10,2016-08-27,0.11,3,197
79867,"DC, Near Metro II",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90618,-76.98498,Private room,99,2,10,2016-09-30,0.13,3,198
93551,Upscale Master Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91433,-77.01876,Private room,80,3,99,2019-09-25,1.32,4,344
107801,Heart of D.C. near Union Station!!,445901,DeeDee,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.89801,-76.97052,Entire home/apt,140,2,13,2017-08-09,0.18,1,37
116951,Upscale Private Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91702,-77.01617,Private room,67,10,80,2019-10-04,0.65,4,314
150109,Great apartment in perfect location,723470,Steffanie,,"Dupont Circle, Connecticut Avenue/K Street",38.91525,-77.04001,Entire home/apt,135,5,30,2021-01-23,0.25,1,94
153545,Guest Room 3 miles to the White House,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94286,-77.04417,Private room,59,30,36,2021-02-22,0.32,5,331
155859,~Upper North West GuestNest DC,745305,Larry And Paulette,,"Takoma, Brightwood, Manor Park",38.96628,-77.0309,Private room,65,4,130,2019-10-28,2.00,2,53
160148,"Dupont room; TemPurpedic bed, 3 min 2 metro",767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Private room,309,30,2,2015-05-20,0.02,5,365
161913,X-tra large suite;3 min Wlk 2 Metro,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91296,-77.04639,Private room,99,30,5,2015-08-10,0.07,5,365
161922,Dupont 2-level Apt in 4-story historic townhouse,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91296,-77.04639,Entire home/apt,149,60,1,2019-05-13,0.04,5,364
164069,Historic Rowhouse Near Monuments 2,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91366,-77.00803,Private room,32,21,195,2017-08-20,1.76,2,57
174808,Historic American Four Square,835242,Jeffrey,,Historic Anacostia,38.86432,-76.98749,Private room,75,2,34,2021-03-08,0.89,4,174
175581,Entire 1BR Capitol Hill Apartment!,839218,Molly,,"Capitol Hill, Lincoln Park",38.88022,-76.98677,Entire home/apt,162,4,124,2019-08-24,1.17,1,178
175608,People's Place  - Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.90756,-77.02212,Entire home/apt,55,7,184,2021-06-16,2.66,2,350
178395,"Spare Room for Washington,DC Visit or entire house",852801,Allison,,"Takoma, Brightwood, Manor Park",38.96165,-77.01858,Private room,399,1,0,,,2,365
195344,New Luxury Downtown Private Apt.,949856,Nat,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90007,-77.01605,Entire home/apt,149,2,388,2020-09-11,4.18,1,307
196429,"Takoma Garden apt-Lush yard,pets ok",956417,Julia,,"Takoma, Brightwood, Manor Park",38.96923,-77.02041,Entire home/apt,125,2,6,2020-09-30,0.06,1,364
198685,Large room in central location,966613,Robin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93395,-77.01625,Private room,45,1,133,2021-06-05,1.19,2,192
201116,Victorian Haven - Private Basement!,983611,Reed,,"Takoma, Brightwood, Manor Park",38.97474,-77.01997,Entire home/apt,90,1,185,2021-07-02,1.87,1,325
204741,1-Suburbia in the City--Best Value!!!,1005751,Denise,,"Congress Heights, Bellevue, Washington Highlands",38.82768,-76.99624,Private room,29,90,114,2020-06-01,1.07,2,0
205809,Modern home NW DC steps from bus,1012315,Elizabeth,,"Brightwood Park, Crestwood, Petworth",38.95777,-77.02146,Entire home/apt,199,4,14,2019-06-11,14,1,362
211986,xtra-large suite in Dupont-- 3 min walk to metro,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Private room,269,30,5,2015-07-10,0.06,5,365
223203,ROOM FOR RENT IN A NICE AREA OF DC,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,6,2019-08-23,0.05,4,0
223922,Private  Retreat. Apartment in DC,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94482,-77.04437,Entire home/apt,112,1,133,2021-05-23,1.22,5,107
246413,Cozy Capitol Hill home near metro,814151,Tiff,,"Capitol Hill, Lincoln Park",38.88366,-76.98333,Entire home/apt,99,3,401,2020-07-31,4.07,1,210
251611,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,1,2019-03-10,0.04,4,0
251615,NICE HOUSE IN A VERY NICE NEIGHBORHOOD,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,5,2019-05-24,0.20,4,0
251619,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,8,2019-08-17,0.08,4,0
252300,"Private Bath, Metro, Capitol@3miles",1323933,Neida,,"Sheridan, Barry Farm, Buena Vista",38.85826,-76.98881,Private room,71,5,8,2017-04-30,0.10,2,364
262629,Guest bedroom and private bath.,36646,Ellen,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96691,-77.0044,Private room,58,30,34,2021-06-26,0.33,1,311
274737,Georgetown Federal Townhouse,1436380,Angela,,"Georgetown, Burleith/Hillandale",38.91352,-77.0738,Private room,90,3,38,2019-10-23,0.36,3,323
284165,Entire Two Floor Carriage House,783034,Ethan,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91401,-77.01777,Entire home/apt,110,10,75,2021-06-05,0.91,2,55
286083,Boutique penthouse near everything,62739,Amos,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92965,-77.03858,Entire home/apt,232,1,72,2021-05-16,0.63,1,359
290001,Cozy Rowhouse Near Logan Circle,1505235,Jane,,"Shaw, Logan Circle",38.91001,-77.02563,Entire home/apt,180,2,136,2021-04-18,1.27,1,115
296196,Charming Dupont English Basement,1528235,Frank,,"Dupont Circle, Connecticut Avenue/K Street",38.9146,-77.03602,Entire home/apt,149,3,59,2020-02-16,0.62,1,191
298346,Sunny Spacious 1 Bdrm+Study Garden Apt,743745,Louisa,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92306,-77.10052,Entire home/apt,125,7,6,2021-06-14,0.11,1,0
299030,Red Room - Washington 1-2/p Bedroom near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.9806,-77.03084,Private room,85,1,19,2019-06-30,0.25,2,365
303694,"Private DC Suite, Spacious + Modern",110003,Nick And Lylie,,"Brightwood Park, Crestwood, Petworth",38.94089,-77.01847,Entire home/apt,84,3,140,2019-10-28,1.32,1,0
303723,"Modern Private English Unit, Great Location",1563230,Gennet,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91611,-77.02662,Entire home/apt,130,2,173,2020-03-12,2.81,1,0
305783,Hb baño privado 3mi Capitol y metro,1323933,Neida,,"Sheridan, Barry Farm, Buena Vista",38.85655,-76.9869,Private room,72,7,2,2018-08-25,0.02,2,365
306465,Dupont Apt w/character;3-min walk metro!,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Entire home/apt,104,60,15,2019-04-06,0.13,5,102
313405,Blue Room - Washington 1-2p Bedroom Near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.9793,-77.0283,Private room,80,1,7,2019-07-02,0.07,2,364
315140,Penn Quarter Studio Apartment,1618591,Tolu,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89792,-77.0225,Entire home/apt,172,5,17,2021-05-31,0.16,2,164
316270,"1BR Apt, full kitchen, steps2metro",1624394,Jen,,"Brightwood Park, Crestwood, Petworth",38.93807,-77.01982,Entire home/apt,95,3,203,2021-06-29,2.87,3,156
322610,Capitol Hill - Union Station,1651634,Lois,,"Union Station, Stanton Park, Kingman Park",38.90094,-76.99943,Entire home/apt,125,5,0,,,2,343
322611,"Capitol Hill, Union Station-huge",1651634,Lois,,"Union Station, Stanton Park, Kingman Park",38.89966,-76.99946,Entire home/apt,129,30,1,2019-09-20,0.05,2,365
326938,Georgetown's Chateau Bleu - Prv Rm1,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91642,-77.0706,Private room,139,3,23,2019-06-12,0.24,4,365
339208,METRO ACCESSIBLE TWO BEDROOM APT,1722407,Wayne,,"Capitol View, Marshall Heights, Benning Heights",38.89094,-76.93638,Entire home/apt,75,4,122,2021-05-19,1.21,1,340
355527,Steps for US Capitol .. Library of Congress,1096793,Marina,,"Capitol Hill, Lincoln Park",38.88408,-77.0035,Entire home/apt,149,2,132,2020-07-07,1.22,1,144
382111,Capitol Hill Historic District Apt!,1907809,Micha,,"Capitol Hill, Lincoln Park",38.89099,-76.99458,Entire home/apt,175,3,246,2021-06-15,2.54,1,255
407014,"DC Apartment near White House, Mall",29711,The Remuzzi Brothers,,"Shaw, Logan Circle",38.91306,-77.02116,Entire home/apt,109,2,423,2021-07-01,4.24,1,192
409582,1-br Capitol Hill apartment (Eastern Market),2038963,Kelly,,"Capitol Hill, Lincoln Park",38.88306,-76.99497,Entire home/apt,161,3,523,2021-07-05,4.83,1,69
427825,Bloomingdale Victorian Row-house,1618591,Tolu,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92006,-77.01438,Entire home/apt,110,10,18,2020-12-14,0.32,2,56
437005,"The Buddha behind the ""Blue Door""",2170422,Greta,,Historic Anacostia,38.86256,-76.98689,Private room,60,2,103,2019-04-08,1.45,2,330
446147,2 Level Modern Condo in City Center,2215579,Vijay,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90549,-77.02847,Entire home/apt,99,150,0,,,1,364
453159,1 block to metro-Capitol Hill Garden flat,40168,Crystal,,"Capitol Hill, Lincoln Park",38.87772,-76.985,Entire home/apt,161,4,291,2021-07-06,3.18,1,278
501809,Upstair Private Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91454,-77.01814,Private room,73,2,31,2020-09-20,0.32,4,344
525672,Capitol Hill walk to US Capitol & 1 blk to Metro,2583808,Desiree,,"Capitol Hill, Lincoln Park",38.88183,-76.98911,Entire home/apt,132,2,251,2021-06-19,2.65,2,4
542144,Ground floor apartment by Eastern Market metro,2666087,Rhea,,"Capitol Hill, Lincoln Park",38.88745,-76.99293,Entire home/apt,145,1,29,2020-07-24,0.32,1,18
560341,Business Economy Room-DC Best Value,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94306,-77.04405,Private room,59,30,22,2014-05-08,0.23,5,191
561697,Spacious Downtown DC Apartment,2761762,Russell,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91096,-77.00858,Entire home/apt,68,2,324,2021-04-20,3.23,2,9
563607,Boutique Dupont Apartment with in unit W/D,2771266,Shafiq,,"Dupont Circle, Connecticut Avenue/K Street",38.91564,-77.03796,Entire home/apt,65,1,6,2021-05-19,0.10,1,0
594394,Lovely upstairs room in Georgetown!,2935817,Kirby,,"Georgetown, Burleith/Hillandale",38.91391,-77.07467,Private room,65,120,36,2018-05-19,0.49,3,351
610655,Beautiful Condo In NW Washington DC,3027744,Deon,,"Brightwood Park, Crestwood, Petworth",38.95792,-77.02189,Entire home/apt,89,2,155,2019-04-18,1.52,1,0
626868,"Cooper Circle Apt.  Walk to Metro, Shaw, U St.",3111772,Austin,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91478,-77.01549,Entire home/apt,90,2,92,2021-06-14,1.45,4,333
627758,Georgetown's Chateau Bleu - 2lv hse,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.9164,-77.06898,Entire home/apt,299,3,11,2018-10-30,0.12,4,365
630062,"Large House, Parking, Walk to Metro",3111772,Austin,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91465,-77.01667,Entire home/apt,375,2,77,2020-03-03,1.60,4,220
635399,Sunny Dupont Pied-à-terre,3165756,Strother,,"Dupont Circle, Connecticut Avenue/K Street",38.90997,-77.04107,Entire home/apt,125,1,16,2014-05-05,0.15,1,40
638604,Georgetown's Chateau Bleu - BsmtApt,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91438,-77.06933,Entire home/apt,159,3,5,2016-06-26,0.06,4,323
647080,Row House Near Capitol on Maryland Avenue,3221627,Drury,,"Union Station, Stanton Park, Kingman Park",38.89248,-77.00283,Entire home/apt,300,4,75,2021-06-29,0.75,1,331
654835,Georgetown's Chateau Bleu - Prv Rm2,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91504,-77.07064,Private room,139,3,10,2018-07-29,0.26,4,365
660514,"Master Suite- Private Deck, Whirlpool bath",2231801,Juanita,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92539,-77.02934,Private room,45,30,5,2019-04-19,0.16,2,122
669941,"Adorable, Spacious, Steps to Metro",3393172,Roya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92707,-77.03006,Entire home/apt,81,28,243,2021-01-17,2.49,2,2
688914,Master BR and Bath in Sunny TH,3517743,Kanita,,"Douglas, Shipley Terrace",38.85045,-76.97992,Private room,150,2,4,2021-04-30,0.16,4,339
694383,Beautiful apart_ Cathedral area,1730861,Frances,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93059,-77.08422,Entire home/apt,135,2,4,2013-08-20,0.04,1,0
713529,03. The perfect Baseball fans hangout,3672670,Dennis,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87182,-77.01231,Private room,60,1,539,2021-07-03,5.87,13,174
722114,Cool Columbia Heights Garden Apt.,1565502,Joel,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9237,-77.0271,Entire home/apt,99,5,492,2021-06-12,5.96,1,51
748316,Cozy Cabin in the City on Cap Hill,1399272,Ken,,"Union Station, Stanton Park, Kingman Park",38.89707,-76.9881,Entire home/apt,125,2,662,2021-06-11,6.58,1,285
763569,Romantic Studio in Perfect Location,738459,Natasha,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93624,-77.05813,Entire home/apt,70,90,17,2020-03-22,0.30,5,365
780041,Luminous top-floor apartment in central area,3273623,Martin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9172,-77.01036,Entire home/apt,80,18,13,2021-07-01,0.13,1,21
780282,"2 BR apt, 3 mins walk to metro!",1624394,Jen,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93413,-77.02333,Entire home/apt,145,60,2,2014-07-18,0.02,3,0
782970,PRO CLEANED! 1 bedroom apt in historic Mt Pleasant,3300249,Banafsheh,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93299,-77.04167,Entire home/apt,130,5,6,2019-11-01,0.10,1,10
800076,Cozy English Basement with Private Patio,3885360,Too,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91545,-77.0305,Entire home/apt,99,1,183,2021-06-01,1.91,1,335
808830,Cozy comfort and convenience in DC,3765717,Jane,,"Cathedral Heights, McLean Gardens, Glover Park",38.92087,-77.07631,Private room,110,1,331,2021-07-05,3.42,1,363
820108,Elegant 1BR 6mins From Whitehouse,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92806,-77.03706,Entire home/apt,195,60,47,2017-08-06,0.51,5,0
825969,3 BR/2.5BA House near US Capitol,5795,Gracia,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91424,-77.00026,Entire home/apt,500,2,10,2018-04-23,0.16,2,364
826087,2BR basement Apt near Union Station,5795,Gracia,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91344,-77.00065,Entire home/apt,53,2,270,2021-06-01,3.61,2,156
828497,"Private floor or whole house, free pkg, Metro",3825475,Sheri,,"Friendship Heights, American University Park, Tenleytown",38.94291,-77.07173,Private room,150,3,80,2021-05-09,14.20,1,115
841234,"Lovely room on 2nd street, nw dc",315148,John,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91767,-77.01549,Private room,35,28,14,2021-05-26,0.24,32,345
841260,Metro Style Living in Washington DC,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93719,-77.02335,Private room,39,28,14,2021-04-24,0.22,32,345
842418,Luxury Penthouse in the heart of DC!,2236092,Kristi,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89898,-77.01629,Entire home/apt,195,3,40,2021-06-13,0.39,1,80
860336,Luxury Spacious Master Suite RoofDeck in Dupont,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90807,-77.04756,Private room,92,1,405,2021-07-03,4.12,4,171
860776,Gorgeous cozy room available in the heart of DC,315148,John,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91785,-77.01498,Private room,28,28,14,2020-12-31,1.14,32,343
861775,Private BR Shared Bath Sunny TH - B,3517743,Kanita,,"Douglas, Shipley Terrace",38.8491,-76.97982,Private room,65,2,19,2019-11-07,0.85,4,324
865732,Gorgeous Inauguration Rental,57867,Summer,,"Capitol Hill, Lincoln Park",38.89111,-76.98952,Entire home/apt,2000,4,0,,,1,365
871825,Prime location on Capitol Hill,4597024,Rich And Betsy,,"Capitol Hill, Lincoln Park",38.88442,-77.00491,Entire home/apt,120,3,18,2021-06-28,0.21,1,10
873182,Spacious English Basement Apt w/ Natural Sunlight!,4608059,Joy,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95345,-76.99504,Entire home/apt,100,1,29,2021-05-30,1.48,1,256
883653,Green Historic Mt. Pleasant House,1541121,Asa & Andrea,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9356,-77.04468,Entire home/apt,300,4,27,2021-01-02,0.32,1,4
886283,Tenleytown/AU Park Basement Apt.,4698675,Katy,,"Friendship Heights, American University Park, Tenleytown",38.94492,-77.09234,Entire home/apt,100,30,52,2021-03-31,1.01,1,212
887461,Cozy room right next to the petworth metro station,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93788,-77.02313,Private room,39,28,12,2021-03-29,0.16,32,275
888029,PERFECT ROOM FOR INTERNS OR STUDENTS,315148,John,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93664,-77.02298,Private room,35,28,12,2020-10-16,0.15,32,205
889302,Sanctuary in the Capital,4717941,Joe,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91902,-77.04261,Entire home/apt,129,3,103,2021-04-27,1.07,1,11
891852,"The Rock Creek Cozy, One Bedroom",116599,Sahr,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93689,-77.02062,Entire home/apt,164,4,59,2021-06-27,0.66,1,365
892183,SPECTACULAR VICTORIAN HOME IN LOGAN CIRCLE!,4280278,Sara,,"Shaw, Logan Circle",38.90746,-77.02716,Entire home/apt,500,3,168,2020-03-13,3.33,4,309
893529,Chic and in the City Room,4752493,Kristie,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91223,-77.01067,Private room,350,1,1,2013-06-15,0.01,1,365
898543,welcome to foggy bottom - on metro!,4795247,Diana,,"West End, Foggy Bottom, GWU",38.90153,-77.05434,Entire home/apt,210,5,160,2021-06-16,2.23,3,179
898544,welcome to the heart of washington,4795247,Diana,,"West End, Foggy Bottom, GWU",38.8996,-77.05277,Entire home/apt,201,2,107,2021-06-30,1.97,3,310
900225,The MONROE: 2 bdrm house BROOKLAND Arts District,3725621,Rosie & Donald,,"Brookland, Brentwood, Langdon",38.93268,-76.98863,Entire home/apt,100,4,34,2021-05-18,0.94,3,32
902573,Primo Live-In Office Near Downtown,481929,Chris,,"Shaw, Logan Circle",38.91054,-77.02149,Private room,72,5,23,2016-11-16,0.40,4,344
945426,1BR Suite in the Heart of Things,5121445,Rose,,"Friendship Heights, American University Park, Tenleytown",38.9604,-77.08253,Private room,92,2,335,2021-07-10,4.38,1,326
953928,Furnished English Basement - D.C.,5166150,A.J.,,"Takoma, Brightwood, Manor Park",38.96534,-77.03043,Entire home/apt,50,14,5,2017-12-24,0.05,1,267
997859,Upscale+DuPont+PRIVATE Entry+KING+DRIVEWAY Option!,1662757,Gloria,,"Dupont Circle, Connecticut Avenue/K Street",38.9135,-77.04356,Entire home/apt,389,2,77,2021-06-27,0.92,4,315
1003792,SPECTACULAR HOME CAPITOL HILL!,4280278,Sara,,"Union Station, Stanton Park, Kingman Park",38.89455,-76.9911,Entire home/apt,500,30,55,2019-10-28,0.86,4,128
1026034,Perfect studio in VERY central DC - renovated!,2070536,Joel,,"Shaw, Logan Circle",38.91007,-77.03316,Entire home/apt,129,2,330,2021-05-08,3.41,1,295
1048410,Spacious studio w rear deck near Rock Creek Park,5771803,Anneliese,,"Brightwood Park, Crestwood, Petworth",38.95132,-77.02831,Entire home/apt,100,3,50,2017-07-16,0.71,1,38
1062050,"Deep Cleaned, Walk to wharf, Corporate rental",5846635,Adrienne,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87781,-77.02054,Entire home/apt,130,4,42,2021-07-06,0.46,1,74
1083256,"Comfy condo in Washington, DC",5955776,Nijole,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9183,-77.03213,Entire home/apt,100,2,3,2016-07-21,0.06,1,355
1083336,Beautiful Renovated Rowhome in DC,5956393,Kyle,,"Brightwood Park, Crestwood, Petworth",38.95152,-77.021,Entire home/apt,250,25,320,2020-03-12,3.78,2,350
1092713,Heart DuPont - Deluxe 1BR/1BA/Kitchen/Opt Parking,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90944,-77.04611,Entire home/apt,140,1,352,2021-06-27,7.76,4,153
1106738,Entire home/apt in Washington,6076215,Mark,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92275,-77.04161,Entire home/apt,120,180,0,,,1,0
1126839,"Beautiful, Sunny Private Room in DC",192856,Ruzgar,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91491,-77.02544,Private room,95,4,61,2021-04-19,0.80,1,37
1138235,Georgetown 3BR Townhouse 2019 Remodel Patio Garage,5598784,Christian,,"Georgetown, Burleith/Hillandale",38.90381,-77.06288,Entire home/apt,828,3,17,2019-05-20,0.23,1,162
1177438,1890s Rowhouse @ Union Inn,6027536,Freddie,,"Union Station, Stanton Park, Kingman Park",38.90419,-77.0022,Entire home/apt,162,3,210,2021-06-03,2.29,2,52
1185566,"Stylish 4BR Home, Walk to Zoo and Metro",6483445,Chris,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93065,-77.04444,Entire home/apt,350,3,17,2019-08-06,0.71,2,0
