id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18690656,1 BR in DC's Best Apartment Building,46599615,Will,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91685,-77.03105,Entire home/apt,115,28,3,2017-06-09,0.06,1,0
18691537,101B Cozy Shared Room in CoHi DC! (FEMALE ONLY),26389480,Wilson,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92685,-77.02985,Shared room,33,1,69,2021-03-28,1.47,18,179
18694477,Cozy 1 bd/1 ba English Basement Steps to H St,28473901,Nidhi,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90344,-76.98351,Entire home/apt,76,2,37,2021-05-29,1.74,1,95
18699790,Private Room and Bathroom for 2 near Capitol Hill,81893740,Alma,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86419,-76.96398,Private room,50,1,149,2020-03-14,3.12,2,0
18700067,Historic row house in the heart of DC,37101041,Kaydee,,"Shaw, Logan Circle",38.91291,-77.02754,Entire home/apt,119,2,11,2018-12-31,0.23,1,0
18700213,2 Bedroom Cozy Apartment in DC,26656486,Neha,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92821,-77.03804,Entire home/apt,180,2,1,2017-05-12,0.02,1,0
18703625,Home Sweet Home in the City,19345901,Stacie,,"Woodridge, Fort Lincoln, Gateway",38.9374,-76.97368,Entire home/apt,235,3,4,2017-08-07,0.08,2,0
18705931,"Charming, sunny Woodley Park rowhouse on its side",82539836,Andrea,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92656,-77.05509,Entire home/apt,150,2,84,2019-11-21,3.77,1,65
18720169,Modern Pied-a-Terre in Heart of DC,29585900,Betina,,"Shaw, Logan Circle",38.90619,-77.02973,Entire home/apt,170,2,8,2017-10-20,0.16,1,0
18734756,"Dupont Circle Studio w/ Full, Brand New Kitchen",52789828,Jon,,"West End, Foggy Bottom, GWU",38.90729,-77.04762,Entire home/apt,94,1,315,2021-06-20,8.46,8,298
18746031,"Private Room, Bath, & Balcony, 5 blocks to Capitol",45371351,Maggie,,"Capitol Hill, Lincoln Park",38.89135,-76.99921,Private room,90,1,253,2021-07-08,5.14,2,330
18752857,Studio in the heart of DC,43852838,Marco,,"Dupont Circle, Connecticut Avenue/K Street",38.91422,-77.03718,Entire home/apt,49,4,15,2018-06-29,0.36,1,0
18755044,"Beautiful, centrally located Capitol Hill house",130480786,Phil,,"Union Station, Stanton Park, Kingman Park",38.89608,-76.99142,Entire home/apt,1200,2,13,2019-04-28,0.28,1,365
18757058,"Cozy One Bdrm Basement APT Washington, DC",35738187,Merma,,"Brightwood Park, Crestwood, Petworth",38.95469,-77.01673,Entire home/apt,93,2,181,2020-01-26,4.01,1,0
18766546,*DC MODERN UPSCALE SHARED APT IN HEART OF CITY! F,26180779,Will,,"Shaw, Logan Circle",38.90987,-77.02368,Shared room,35,1,88,2021-06-14,2.17,24,178
18774183,Oriel West,24492622,Colleen,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.921,-77.03533,Entire home/apt,100,2,0,,,1,0
18778039,Frugal Buddha Behind The Blue Door,2170422,Greta,,Historic Anacostia,38.8624,-76.98879,Private room,46,2,37,2019-09-29,0.77,2,333
18783627,Light Filled Studio 6 blocks from Dupont Metro,124463370,Allison,,"Georgetown, Burleith/Hillandale",38.90982,-77.05353,Entire home/apt,100,3,0,,,1,0
18789852,Private room/bath in the heart of DC!,77936086,Linda,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92467,-77.03145,Private room,42,1,107,2020-03-03,2.68,1,1
18791414,Great Location. Fully Equipped. Newly Renovated.,29817021,Mafe,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88042,-77.02203,Entire home/apt,179,2,151,2020-03-13,3.44,1,0
18793592,IDEAL location for work or being a tourist,98811823,Ann,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91504,-77.03042,Entire home/apt,72,2,225,2021-07-05,5.56,1,29
18794967,Spacious contemporary home in Chevy Chase DC,19072170,Neil,,"Hawthorne, Barnaby Woods, Chevy Chase",38.97408,-77.06682,Entire home/apt,249,7,4,2018-10-28,0.10,1,0
18802672,Your home away from home,74336946,Eric,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91412,-77.02021,Entire home/apt,115,3,0,,,1,0
18811122,English Basement in highly desirable location!,126988012,Sarah,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9183,-77.01159,Entire home/apt,85,14,43,2020-08-31,1.12,1,168
18811872,"Chic, Boutique Row House in the Heart Georgetown",21338184,Sandy,,"Georgetown, Burleith/Hillandale",38.90475,-77.06279,Entire home/apt,279,4,27,2020-12-23,0.58,1,201
18823279,"Private room & Bath in historic ""A.J. Cooper home""",19143862,Louise,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91521,-77.01404,Private room,65,1,12,2021-06-13,0.30,9,345
18823759,Warm and Inviting Cap Hill 2 Bedroom (Up to 6 ppl),54126082,Jason,,"Capitol Hill, Lincoln Park",38.89194,-76.99871,Entire home/apt,157,1,28,2021-06-20,1.03,6,99
18826674,"Hip & Elegant Apartment  - ""Supreme"" Location",29184455,Tedd,,"Dupont Circle, Connecticut Avenue/K Street",38.90701,-77.04617,Entire home/apt,226,1,79,2021-06-14,2.01,4,354
18833579,"Sleepy, PRO Clean, Private Parking, Walk to Metro",71551950,Brandi,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94657,-77.00684,Entire home/apt,101,2,7,2021-06-30,2.59,1,84
18846722,Comfortable Attic Space in Private Home,131272636,Shirley,,"Woodridge, Fort Lincoln, Gateway",38.92256,-76.96543,Private room,55,3,1,2019-03-31,0.04,2,180
18851865,VDALE - Bloomingdale DC,20898606,Jaime,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91878,-77.01232,Entire home/apt,141,3,191,2021-07-05,3.89,1,152
18852920,CapitalHill/LuxCondo/MBR/1 Block Metro270,19131071,Lily,,"Capitol Hill, Lincoln Park",38.88095,-76.98467,Private room,55,270,1,2018-08-17,0.03,27,358
18853536,Capitol Hill Apt across from Metro,84924342,Alice,,"Capitol Hill, Lincoln Park",38.88112,-76.98338,Entire home/apt,64,2,183,2021-07-08,4.66,1,129
18855654,Studio at Downtown DC (Term Leasing),124782850,Jenna,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90426,-77.02721,Entire home/apt,112,30,23,2021-05-28,0.46,11,160
18868200,Third Floor Room Available-,18657916,Zachary,,"Capitol View, Marshall Heights, Benning Heights",38.8861,-76.93025,Private room,95,1,0,,,2,363
18871966,Luxury 2-Bedroom 14th St/Logan Circle DC!,48864030,Stacia,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90499,-77.02952,Entire home/apt,220,3,3,2017-11-01,0.07,8,0
18872794,Stylish room in Apt. of historic Anna Cooper home,19143862,Louise,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9151,-77.01412,Private room,95,1,5,2019-10-25,0.24,9,365
18877636,Private room #201 few minutes to metro in D.C,12166019,Yousong & Sharon,,"Mayfair, Hillbrook, Mahaning Heights",38.89876,-76.94454,Private room,50,7,12,2021-04-17,0.30,7,284
18884905,1 Bed Apt- 1/2 mile to train- 4 stops to Union Stn,29092354,Zahra,,"North Michigan Park, Michigan Park, University Heights",38.95286,-76.99189,Entire home/apt,56,14,19,2021-06-07,0.50,3,45
18888363,Location and Luxury!,48864030,Stacia,,"Shaw, Logan Circle",38.90725,-77.03074,Entire home/apt,175,3,2,2017-07-20,0.04,8,0
18893918,"Modern, Cozy Shaw Loft Apartment near Downtown DC",7787456,Andrew,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92128,-77.02461,Entire home/apt,275,2,0,,,1,0
18895758,Ideal room  in apt. of A.Cooper home,19143862,Louise,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91732,-77.01571,Private room,95,1,9,2019-06-12,0.23,9,365
18896504,Open style shared 3 walls and divider for 2,19143862,Louise,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9153,-77.01368,Shared room,58,1,10,2019-06-26,0.36,9,365
18906887,PRO CLEANED! Modern & Refined on Capitol Hill~PKG!,46630199,Home Sweet City,,"Capitol Hill, Lincoln Park",38.8878,-76.98704,Entire home/apt,199,3,100,2020-09-27,2.88,59,29
18914687,"Charming, Affordable Cap Hill 2 bdrm (up to 6 ppl)",13743641,Eric,,"Union Station, Stanton Park, Kingman Park",38.89259,-76.99799,Entire home/apt,139,1,122,2021-07-08,2.46,8,99
18915056,Newly renovated suite in the center of the city!,131831228,Sharonda,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92495,-77.02922,Entire home/apt,107,2,107,2021-06-25,2.31,1,160
18931794,Studio apartment in Adams Morgan,16318305,Daniela,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92408,-77.0453,Entire home/apt,90,1,0,,,1,0
18946919,Spacious Grand 3 Bedroom near Trendy U St.,132090955,Linda,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91821,-77.02669,Entire home/apt,230,2,160,2021-06-27,3.55,1,102
18949151,Historic DuPont Circle Inn ~ Canopy Room,39930655,Nicole,,"Dupont Circle, Connecticut Avenue/K Street",38.91137,-77.04363,Hotel room,106,1,331,2021-06-27,6.86,144,317
18961182,"Dupont Circle - colorful, funky & Frida Kahlo",73586407,Gina,,"Dupont Circle, Connecticut Avenue/K Street",38.91303,-77.04221,Entire home/apt,250,4,7,2019-10-22,0.25,1,83
18962038,2 min Walk To Wardman Marriott/5 min Omni Shoreham,62968823,Charles,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92595,-77.0537,Private room,79,1,159,2020-03-09,6.22,1,0
18964858,Your 1 Bed Apt near to Downtown DC,3872316,Ayana,,"Brookland, Brentwood, Langdon",38.92643,-76.99178,Entire home/apt,78,2,47,2021-06-20,1.79,2,69
18973355,Bright & Spacious Two-Bedroom in Adams Morgan,5080132,Max,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92406,-77.03895,Entire home/apt,158,10,1,2017-07-14,0.02,1,5
18973868,Capitol Hill 2BR apartment - 2 blocks from metro!,57173906,Eric,,"Capitol Hill, Lincoln Park",38.88181,-76.98219,Entire home/apt,150,3,106,2020-07-24,2.23,1,0
18975927,"INCREDIBLE location - Chinatown Studio, D.C.",132364190,Jesse,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8983,-77.0169,Entire home/apt,85,1,7,2017-06-11,0.14,1,0
18976239,Private entrance in georgetown!,129613051,Francis,,"Cathedral Heights, McLean Gardens, Glover Park",38.92131,-77.07403,Private room,40,2,1,2018-04-08,0.03,1,0
19011416,Gorgeous Two Bedroom Apartment in the Heart of the City.,132637888,Houcine,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9303,-77.04068,Entire home/apt,124,3,268,2021-07-08,5.51,1,272
19018633,Female Only - Futon bed in a clean apartment,45172134,Azza,,"Capitol Hill, Lincoln Park",38.88985,-76.99052,Shared room,58,1,13,2018-05-27,0.28,1,0
19025023,Beautiful-Relaxing-Comfort in Downtown DC,105502689,George,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89998,-77.02018,Entire home/apt,299,2,85,2021-06-19,1.90,4,267
19033588,Sun filled apartment 4 blocks from bustling 14 St.,16427620,Lynn,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91536,-77.02645,Entire home/apt,151,2,34,2021-06-30,0.93,1,358
19038305,THE  INN ON CAPITOL HILL,3386804,Sherry,,"Union Station, Stanton Park, Kingman Park",38.8931,-76.99336,Entire home/apt,125,3,74,2021-07-06,1.93,1,291
19050310,Ground Floor,22653397,Michael,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91504,-77.02574,Private room,179,2,0,,,4,0
19053619,Petworth prime!,102067019,Hope,,"Brightwood Park, Crestwood, Petworth",38.9552,-77.01576,Private room,75,5,1,2017-10-22,0.02,5,179
19056700,Stylish walk-in basement and private!,133027411,Zelalem,,"Douglas, Shipley Terrace",38.85168,-76.97952,Entire home/apt,69,1,0,,,1,0
19056913,Sleek Basement Apartment Near Capitol Hill,25717028,Robin,,"River Terrace, Benning, Greenway, Dupont Park",38.89156,-76.94586,Entire home/apt,91,2,43,2020-03-01,1.28,1,167
19061201,MUSE REFUGE Q-SUITE,131990534,Nii,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93036,-77.0252,Private room,75,2,20,2017-11-06,0.42,3,69
19070844,Affordable Cap Hill 2 Bedrm Loft-Style Apartment,13743641,Eric,,"Union Station, Stanton Park, Kingman Park",38.89265,-76.99809,Entire home/apt,145,1,98,2021-06-17,2.35,8,127
19073891,AMAZING GARDEN APT + FREE PARKING+1 BLOCK TO METRO,120014523,Lanisa,,"Brightwood Park, Crestwood, Petworth",38.93823,-77.02243,Entire home/apt,85,2,40,2020-07-13,1.36,1,35
19074623,Modern 2BR DC home in Columbia Heights,43905291,Lisa,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93172,-77.02742,Entire home/apt,139,2,97,2021-06-18,2.15,1,69
19082321,Urban & Charming Bedroom (#2),130116131,Gailya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93729,-77.03404,Private room,50,4,42,2020-03-15,0.89,3,32
19082718,Cozy & Quaint Bedroom (#1),130116131,Gailya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93491,-77.03495,Private room,45,5,77,2020-03-07,2.89,3,34
19085033,Gorgeous Master Bedroom Suite (#3),130116131,Gailya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93706,-77.03277,Private room,60,3,53,2020-03-20,1.09,3,38
19086396,BEAUTIFUL FAMILY HOME IN POPULAR PETWORTH,6779018,Ana María,,"Brightwood Park, Crestwood, Petworth",38.95351,-77.02024,Entire home/apt,179,3,1,2017-08-10,0.02,1,0
19093209,Modern living in Historic Georgetown,133359768,Mike,,"Georgetown, Burleith/Hillandale",38.90988,-77.05521,Entire home/apt,239,2,82,2020-02-25,1.80,1,0
19095872,Capital Hill/Lux 3BRM/1BaCondo/1Block Metro/30D/10,19131071,Lily,,"Capitol Hill, Lincoln Park",38.88114,-76.98424,Entire home/apt,400,30,0,,,27,358
19115559,1 MONTH & LONGER Stays -Entire Apt in Adams Morgan,69203193,Leyla & Matt,,"Dupont Circle, Connecticut Avenue/K Street",38.91859,-77.03758,Entire home/apt,75,30,58,2020-12-18,1.25,30,294
19115757,Luxury Top Floor Gallery Place 1-Bedroom,48864030,Stacia,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89799,-77.01958,Entire home/apt,170,3,7,2017-10-19,0.14,8,0
19115941,Private room and bathroom minutes from downtown,20512212,Ashley,,"Sheridan, Barry Farm, Buena Vista",38.86037,-76.99374,Private room,67,2,3,2017-11-13,0.06,1,0
19121191,"Spacious Petworth rowhouse, walk to Metro",53984107,Elizabeth,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95141,-77.01179,Entire home/apt,155,1,1,2017-06-10,0.02,1,0
19142630,Historic Dupont Circle Inn ~ Lola's Room,39930655,Nicole,,"Dupont Circle, Connecticut Avenue/K Street",38.91137,-77.04363,Private room,98,1,343,2021-06-08,7.29,144,334
19143734,"Foggy Bottom Townhouse, 1 BR",49112906,Zach,,"West End, Foggy Bottom, GWU",38.90102,-77.05197,Private room,40,7,0,,,1,0
19151689,Bright and spacious 2 bed/3 full bath in Eckington,133902959,Sara,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91272,-77.00424,Entire home/apt,350,1,0,,,1,0
19154251,Lovely one bedroom sleeps 4 comfortably,133922177,Ernesto,,"Brightwood Park, Crestwood, Petworth",38.95643,-77.03275,Entire home/apt,98,1,74,2018-01-09,1.73,1,252
19172352,Private space in a perfect location!,30610437,Sid,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9229,-77.03,Private room,46,1,0,,,2,0
19172697,Fantastic modern condo in a perfect location!,30610437,Sid,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92479,-77.02952,Entire home/apt,84,1,0,,,2,0
19178372,Modern and Convienient Condo,18173651,Mona,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93796,-77.07382,Entire home/apt,98,3,59,2021-07-05,1.40,2,170
19178501,Pet Friendly Home w/ Parking! Washington DC,134131660,Rosey,,"Shaw, Logan Circle",38.90911,-77.02513,Entire home/apt,157,3,68,2021-07-05,1.40,1,147
19180793,Renovated Apartment Near Hip H Street,12318880,Robyn,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90712,-76.98868,Entire home/apt,100,2,9,2017-07-23,0.18,1,0
19181932,Musical H Street/Trinidad Basement Apt w/ parking,12605921,David,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90578,-76.98276,Entire home/apt,95,2,90,2021-06-05,2.26,1,140
19190869,*DC MODERN UPSCALE SHARED APT IN HEART OF CITY! G,26180779,Will,,"Shaw, Logan Circle",38.90987,-77.02368,Shared room,35,1,89,2021-06-14,2.92,24,179
19199350,beautiful and modern,18173651,Mona,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93796,-77.07339,Shared room,59,7,7,2018-12-17,0.16,2,135
19205234,"Rock Creek Park, the Zoo and Cleveland  Park!",26296287,Mj,,"North Cleveland Park, Forest Hills, Van Ness",38.9423,-77.05962,Entire home/apt,125,2,68,2021-05-23,1.58,1,277
19207532,"Spacious, Parking, 2 blks to Metro, Capitol Hill E",29260649,Margaret,,"Capitol Hill, Lincoln Park",38.88568,-76.98101,Entire home/apt,268,1,109,2021-06-20,2.29,1,2
19207688,CONVENTION CENTER/SHAW DowntownDC PRIVATE BED/BATH,126333441,Thang,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90822,-77.01468,Private room,67,1,236,2021-07-02,5.79,5,265
19218418,The Sunny Yellow House of Anacostia,4566661,Diona,,Historic Anacostia,38.86571,-76.98334,Private room,48,1,0,,,1,0
19227501,3Level ModernLuxuryTownHous/10mi-MGM&15-US-Cpaitol,108439045,Yonas,,"Congress Heights, Bellevue, Washington Highlands",38.83644,-77.00039,Private room,199,3,67,2019-12-01,1.38,1,0
19231140,Playful & sophisticated (family paradise) up to 9,29184455,Tedd,,"Dupont Circle, Connecticut Avenue/K Street",38.90698,-77.04627,Entire home/apt,526,6,30,2021-06-06,0.83,4,21
19243487,Nice place close to the National Mall,22301369,Howard,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.8803,-77.0144,Private room,80,3,0,,,1,0
19266872,Private Apartment in Washington DC,1631901,Bao,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.9277,-77.10332,Entire home/apt,100,14,10,2021-06-22,0.30,1,209
19292454,"Shaw, DC Apartment: Walk to Metro, Sights, & Cafes",122382567,Evolve Vacation Rental,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91577,-77.02628,Entire home/apt,83,30,1,2019-05-26,0.04,11,273
19297328,Beautiful Logan Circle apt. with private yard!,33740600,Travis,,"Shaw, Logan Circle",38.90967,-77.0299,Entire home/apt,134,2,6,2018-06-16,0.13,1,0
19308865,Petworth Apartment,68843638,Ken,,"Brightwood Park, Crestwood, Petworth",38.93794,-77.02522,Entire home/apt,117,1,4,2017-07-04,0.08,1,0
19311563,GREAT SOCIAL DISTANCING 1890s Grand Residence -2700 sf - 3 blks to Capitol  - Overlooks Stanton Park - 30 Windows - Blazing Fast Internet up to 1 gig,10292686,Brian,,"Union Station, Stanton Park, Kingman Park",38.89342,-77.00082,Entire home/apt,251,2,54,2020-09-06,1.21,23,0
19314162,Perfect Glover Park Apartment,29036474,Jocelyn,,"Cathedral Heights, McLean Gardens, Glover Park",38.91907,-77.07627,Entire home/apt,91,1,0,,,1,0
19315537,Luxury Studio near Georgetown Washington DC,86403269,Sultan,,"West End, Foggy Bottom, GWU",38.90753,-77.05238,Entire home/apt,99,3,8,2017-08-10,0.16,1,0
19315567,Two bed two bath charming DC home away from home!,15582957,Cheri And Cliff,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91534,-77.01273,Entire home/apt,249,31,3,2019-10-06,0.08,2,328
19316370,Cozy place in Adams Morgan,60745630,Lu,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92191,-77.03782,Private room,49,2,4,2017-10-13,0.11,1,0
19329377,Cozy and Comfortable 2 bedroom apartment,108025083,Zaid,,"Union Station, Stanton Park, Kingman Park",38.89499,-76.98288,Entire home/apt,147,2,55,2021-07-05,1.46,1,360
19346770,Arboretum Getaway - H Street - Capitol Hill,2176431,Bryce,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90529,-76.97145,Entire home/apt,80,5,1,2018-08-02,0.03,1,0
19347077,Spacious Bloomingdale 1BR; garage parking included,6480831,Allan,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9153,-77.00988,Entire home/apt,122,2,187,2021-07-08,4.48,2,286
19363834,DC Cozy Room,19738373,Hitch,,"Shaw, Logan Circle",38.90817,-77.03302,Private room,72,2,36,2019-12-15,0.75,1,52
19364958,"Relaxed apartment, 15 minute bus ride to downtown",79660905,Tyler,,"Cathedral Heights, McLean Gardens, Glover Park",38.93493,-77.08253,Private room,24,2,0,,,1,0
19365123,One bedroom apartment in heart of downtown DC,22238054,Josh,,"Shaw, Logan Circle",38.90586,-77.02908,Entire home/apt,95,1,9,2017-07-29,0.18,1,0
19373525,Large Sunny Capitol Hill English Basement,661119,Patricia,,"Capitol Hill, Lincoln Park",38.87864,-76.98494,Entire home/apt,125,4,80,2021-06-14,2.12,2,82
19381762,Private luxury in Columbia Heights DC is open,108164897,Ross,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92507,-77.02931,Entire home/apt,100,2,247,2021-07-05,6.06,1,294
19388832,"City Chic, A Walkable Capitol Hill Retreat",1492347,Alan,,"Capitol Hill, Lincoln Park",38.87958,-76.98286,Entire home/apt,155,2,149,2021-06-28,4.40,1,318
19388890,Pretty and Peaceful in Petworth,135927558,Melanie,,"Brightwood Park, Crestwood, Petworth",38.94026,-77.01941,Entire home/apt,70,2,70,2021-05-16,1.84,1,105
19400240,Modern Apartment in the Heart of DC,16691782,Sinan,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90563,-77.02595,Entire home/apt,133,2,8,2018-03-15,0.18,1,0
19404156,Beautifully Renovated Apartment with Parking,37792202,Lorraine,,"North Michigan Park, Michigan Park, University Heights",38.95044,-76.99603,Entire home/apt,50,1,0,,,1,0
19405358,Capitol Hill/Eastern Market 2 bedroom apartment,1001532,Anne,,"Capitol Hill, Lincoln Park",38.88455,-76.99244,Entire home/apt,201,2,91,2021-07-05,2.02,2,61
19409558,Stunning Bloomingdale brownstone w private rooftop,6480831,Allan,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91508,-77.01158,Entire home/apt,400,13,8,2020-03-14,0.18,2,0
19414228,City Lovers Paradise,63273507,Laila,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91221,-77.01351,Entire home/apt,220,3,22,2019-06-08,0.84,2,65
19428525,Beautiful Rowhome Apartment in Capitol Hill,76237123,Will,,"Capitol Hill, Lincoln Park",38.8833,-76.99286,Entire home/apt,129,3,20,2018-04-29,0.41,1,0
19429471,Private Basement in 16th St. Heights. Charming,16615356,Jackson,,"Brightwood Park, Crestwood, Petworth",38.94683,-77.03171,Private room,40,2,108,2021-07-05,2.87,1,316
19434002,Palisades Zen Retreat - convenient to dntn & Mall,17633,Charlotte,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.9205,-77.10038,Entire home/apt,145,5,7,2019-12-02,0.14,43,294
19439595,Best Deal in the District,29110087,Laolu,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87085,-76.96743,Private room,28,25,0,,,1,0
19449819,Industrial Modern 1 BR Apartment on Capitol Hill,47736447,Nick,,"Capitol Hill, Lincoln Park",38.88401,-76.98987,Entire home/apt,149,3,16,2018-06-18,0.43,1,0
19457942,Spacious 1 bedroom apt w beautiful large terrace,70394864,Pilar,,"Dupont Circle, Connecticut Avenue/K Street",38.91573,-77.04227,Entire home/apt,105,1,3,2018-01-01,0.07,1,0
19458263,Capitol Hill/ NOMA 2bd 2bath,6664,Aaron,,"Union Station, Stanton Park, Kingman Park",38.9029,-77.00124,Entire home/apt,125,2,6,2017-10-01,0.12,1,0
19467381,Newly Renovated Spot in North Petworth,42598639,Abby,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95174,-77.01215,Private room,47,1,3,2017-11-13,0.07,1,0
19472517,Great Entire Home - Downtown/Convention Center,75042,Johnnie,,"Shaw, Logan Circle",38.90626,-77.01786,Entire home/apt,250,3,2,2017-07-23,0.04,2,0
19479297,NEW Large Luxe Condo Rooftop Pool Prime Location,46582948,Huxley,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90048,-77.01931,Entire home/apt,269,3,135,2021-06-27,2.92,22,96
19482504,Spacious 1BR Apartment with Leisurely Deck,8960353,Colleen,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92444,-77.04502,Entire home/apt,115,2,1,2017-07-03,0.02,1,0
19486407,Shaw Apartment with a View,12823929,Xavier,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91971,-77.02332,Entire home/apt,95,2,4,2017-07-01,0.08,1,0
19495260,Capital Hill/Navy Yard/Nationals Park,76893149,Michael,,"Near Southeast, Navy Yard",38.87822,-77.00285,Entire home/apt,50,3,12,2018-01-11,0.27,1,0
19497959,Apartment studio in Diplomatic centr of DC,103205156,Andrei,,"North Cleveland Park, Forest Hills, Van Ness",38.94348,-77.06006,Entire home/apt,80,1,2,2017-07-01,0.04,1,0
19499809,Blagden Alley Retreat,10958268,Yoshi,,"Shaw, Logan Circle",38.90779,-77.02439,Private room,60,60,2,2017-07-14,0.04,1,89
19500901,H St Corridor Chic 1 bed apartment private parking,24635920,Lloret,,"Union Station, Stanton Park, Kingman Park",38.89826,-76.9963,Entire home/apt,133,1,125,2021-07-08,2.88,1,341
19502323,1 Bedroom Condo - 3 stops from Capitol!,136929318,Bridgette,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92837,-77.00738,Entire home/apt,91,14,0,,,1,159
19503298,Spectacular 1 BDR/1 BA Apt. Walk to Capitol!,39930655,Nicole,,"Capitol Hill, Lincoln Park",38.88636,-77.00438,Entire home/apt,150,2,172,2021-06-20,3.60,144,163
19503995,Affordable Charm Cap. Hill 1 Bedrm (King Bed),13743641,Eric,,"Union Station, Stanton Park, Kingman Park",38.89265,-76.99809,Entire home/apt,144,1,116,2021-06-26,2.90,8,134
19504284,"Chic, spacious + sunny oasis on top of Metro",4470906,Peeps,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93592,-77.02328,Entire home/apt,120,7,19,2021-06-20,0.52,1,0
19506309,Glamorous City Oasis,136987437,Jessica,,"Brightwood Park, Crestwood, Petworth",38.95558,-77.02592,Entire home/apt,83,2,2,2021-06-06,1.54,1,109
